ID,Joke
3784,70% of my enemies were once my friends.
3785,i woke up one day and your name just didn't make me smile anymore.
3786,"rearrange these words: 1) pneis 2) htiler 3) nggeri 4) buttsxe did you read..........spine, lither, ginger and subtext?"
3787,who are your favorite underground artists?? mine are michael jackson and whitney houston
3788,"i came home drunk last night and my wife looks at me says ""drunk again"" and i said ""me too!!"
3789,why are so many people obese these days? because burgers are$.99 and salads are $4.99
3790,not everyone that comes into your life needs to stay there.
3791,i think people get married just to get likes' on facebook.
3792,lazy is a strong word. i prefer to say that the stars are reaching for me
3793,fat people just want to get into your pantries.
3794,the most significant change brought about in the 2ist century is the decline of photographers and photography studios. they've both been replaced.... by camera phones and bathrooms.
3795,surprise sex is the best sex. unless you're in prison.
3796,random fact: having eye contact for more than 6 seconds without looking away or blinking reveals a desire for either sex or murder.
3797,"when i was born, i was given a choice  a big pecker or a good memory.... i don't remember what i chose"
3798,i think i invented some new kama sutra moves trying to reach the remote without getting up.
3799,"if you can read this please let me know because, it means i blocked the wrong person. i'm still getting used to this stupid timeline!"
3801,you know you're married when you find her sexier with clothes on.
3802,"after years of searching for my girlfriend's g-spot, who would have guessed her sister had it all this time!"
3803,"if gas prices keep going up i'm cutting off the bottom of my car and i'm ""flintstoning"" that mf!"
3804,"facebook, where a bathroom shot of a duckface is considered hot'"
3805,miracles do happen even on facebook and twitter. come sunday and suddenly everyone becomes a preacher.
3806,don't you wish people could be like money? so you could hold them up to the sun and see which ones are fake and which are real?
3807,"ladies, if you love a man, set him free. if he comes back he will be yours forever. if he doesn't, the new chick probably squirts or does anal."
3808,"dear mcdonald's cashier, don't give me that look, there's no age limit on a happy meal. sincerely, don't forget the toy b!tch."
3809,"if a cop pulls you over for talking on your phone, just tell him you were reporting a drunk driver."
3810,used to hate red lights before text messaging was invented.
3811,"when your world is falling apart, when it seems like things can't get any worse, please remember...i don't give a shit."
3812,"no matter where you live, there's always 1 light switch that doesn't do anything."
3813,facebook asks me what i'm thinking. twitter asks me what i'm doing. 4square asks me where i am. conclusion: the internet is my girlfriend.
3814,i spent an hour explaining how wifi works to my wife and my dog. the dog gets it.
3815,"do the right thing today: go to someone's profile, scroll down 4 months, and like something."
3816,recent studies show that 1 out of 3 americans weigh as much as the other 2 put together.
3817,it's that time of year to find out what your friends with pools have been up to since last year.
3818,"one things for sure, i can always count on my fingers."
3819,like if... you've recorded yourself singing to see if you could actually sing.
3820,i thought the fire alarm went off so i exited the building. it was a premature evacuation..
3821,"ok honey don't freak out, but someone broke into the house, ate all the ice cream, smashed that picture of your mother, and didn't do the dishes."
3822,"never trust anyone that is nice to you, but rude to the waiter."
3823,girlfriend pressuring you to have a baby? set the alarm on her phone to an infant screaming. if that doesn't changer her mind..dump her!
3824,baby shirt idea: did 9 months in solitary confinement
3825,"if your house is hit by a dolphin, don't go outside to see if the dolphin is alright, that's how the hurricane tricks you to come outside."
3826,i bet the ymca dance is allot harder to do in chinese.
3827,"lead me not into  temptation... fcuk that, follow me, i know a shortcut."
3828,"alcohol was created as a social lubricant, to make men brave and women loose."
3829,just watched die hard 2. people in 1990 sure knew how to shrug off a plane crash.
3830,"well, it's easy to tell i'm married. it's friday night and i'm at home updating my facebook status..."
3831,"i'm one boob, you're the other boob and together...we're breast friends."
3832,"if quitters never win and winners never quit, what fool came up with, ""quit while your ahead""?!"
3833,don't confuse your path with your destination. just because it's stormy now doesn't mean you aren't headed for sunshine.
3834,teeth are always in style!
3835,hand sanitizer: helping us discover paper cuts we never knew we had
3836,vacations are a great way to spend thousands of dollars to stare at your phone in exotic locations.
3837,"it's not that i need to manage my anger, it's that other people need to manage their stupidity."
3838,your mamma's so fat when she goes to mcdonalds they ask her what she doesn't want
3839,"sometimes i wish i was like my calendar, it always has dates."
3840,"last time i was upset, my dog brought me all of his toys and laid on my head."
3841,did anyone ever find out who let the dogs out?
3842,"you can only say, ""wtf?"" so many times a day, until you just decide to start drinking."
3843,"if you are the winner of friday's $500 million mega millions jackpot can receive the winnings in one lump sum, yearly installments, or one tank of gas."
3844,"after reading your recent updates, i'm surprised that facebook hasn't yet asked you, ""whatever's on your mind, could you keep it to yourself?"""
3845,"facebook keeps asking me, ""what's on your mind?"", it's like dating someone with low self-esteem."
3846,after a night of heavy drinking' there's one thing i can't stand... and that's up.
3847,"i got fired from my job as a bingo caller... apparently ""a meal for two with a terrible view"" was a pathetic way to announce the number 69."
3848,so the new titanic 3d is out.......... maybe they'll see the f*cking iceberg this time.
3849,"when i sing with my headphones in i think, ""why don't i have a record deal?!""...then i take them out and i know why."
3850,i will not be impressed with technology until i can download food from the internet.
3851,real friends don't get offended when you insult them. they smile and call you something even more offensive.
3852,i stay up late every night and realize it was a bad idea every morning.
3853,spiderman: just another guy who ends up with sticky hands after using the web.
3854,"think of a number 1 through 10. double it, subtract 1, add 20, multiply it by 5, add 2, divide by 2, close your eyes, dark, isn't it?"
3855,i liked you better before we met.
3856,"i'm not crazy, my reality is just prettier than yours."
3857,"i hate those unrealistic movies...you know, the ones where men are friends with women."
3858,if you're going to carry on a cell phone conversation in the men's room you can count on me to make horrible noises and flush every two seconds.
3859,my wife just accused me of being big-headed and thinking i was better than i was. i nearly fell off my throne.
3860,"if you have a problem with me please write it nicely on a piece of paper, put it in an envelope, fold it and shove it up your ass."
3861,the best curves on a girl is her smile.....naw just kidding look at dat ass!
3862,"this morning when i awoke i rolled over, smiled at the beauty that was there beside me , gazed into those beautiful brown eyes and said, ""good morning sexy."" i knew it was a good idea to install that mirror by the bed."
3863,"just place a student driver sticker on top of your car, and suddenly no one suspects you of drunk driving at 8am."
3864,please continue to tell me how the life you created for yourself is so miserable instead of taking actual steps to change it.
3865,"ladies, if you don't want men looking at your cleavage then you shouldn't wear low cut shirts in an area i can see you with my binoculars."
3866,"16 and pregnant? how come i didn't get my own show when i was 16? ""16 and smart enough to use a rubber."""
3867,"if any of my jokes or status have offended you, i am truly sorry......... that you're such a pu$$y......."
3868,"be thankful for facebook, the way gas prices are headed we may never actually see each other again."
3869,"money is the root of all evil, until the collection plate comes around"
3870,"i saw these two blind guys about to fight and i shouted, ""my money's on the one with the knife."" you should have seen how fast they both ran off."
3871,telling somebody you love them is like telling them your dream from last night. you can explain all you want. they'll never understand.
3872,i don't drink so that i'm more fun to be around. i drink so that you're more fun to be around.
3873,that mini heart attack you get when the parked car next to you moves and you think you're moving.
3874,"if a chick gets a tattoo of a horse on her boob, by the time she's 70, it'll be a giraffe!"
3875,"i got robbed tonight at shell. i called the cops & they asked if i knew who did it i said ""yeah, pump 6."""
3876,"""if you're building a time machine, take your time. what's the rush?"""
3877,i called out my wife's name during sex and she walked in to see what i needed. won't do that again.
3878,"best pick up line: i wasn't looking at your boobs, i was staring into your heart...no, i lied , your boobs are awesome."
3879,"when someone says ""everything happens for a reason"" i'd like to smack them and say ""yeah, i guess you're right"""
3880,you know the oxygen masks on airplanes? i don't think there's really any oxygen. i think they're just to muffle the screams.
3881,better to be slapped with the truth than kissed with a lie
3882,definition of anxiety: half of the time you're worried about the other half of the time.
3883,live today like it's your last!! but pay your bills and use a condom just in case it isn't.
3884,i so want to be in a relationship. i want to account for everything i do. answer to someone when i come home late. and get dragged over the coals for not calling a hundred times a day.
3885,every time i think i've come up with a great fb status and no one likes it i die a little inside
3886,dear microsoft office word i am pretty sure i spelled my name correct
3887,"people who say ""no, and here's why..."" need to realize that we stopped listening after the ""no"" part."
3888,"i don't believe in beating my kids, so i make them wear a justin bieber shirt & crocs to school so the other kids will do it for me."
3889,"i think next time i'll go ahead and press ""2"" for spanish. maybe i'll actually get someone who speaks english better than the person on the ""english"" line."
3890,"tip of the day: if you can't afford porn, just turn on tennis and shut your eyes."
3891,she wants to share a facebook account? run.
3892,fellaz: commenting on and liking every other half-naked girl's facebook picture makes you look damn thirsty! have some dignity or buy some.
3893,"denial, anger, bargaining, depression, and acceptance: the five stages of me hitting the snooze button in the morning."
3894,"next time you're on the phone and a customer service rep asks ""is there anything else i can do for you?"" whisper ""smile for the camera, i'm watching you"" & hang up."
3895,perspective is everything. the sinking of the titanic was a miracle to the live lobsters in the ship's galley.
3896,"why is it i cant get a mobile reception in my house in town, yet a terrorist can upload his vids from a cave in afganistan? is there a terrorist mobile tariff i can go on??"
3897,my phone didn't get a ring all day. . then i forgot i had it in lebron mode.
3898,common sense is so rare it should be classified as a super power
3899,"ups, fedex, and dhl trucks should play a jingle like ice cream trucks so we know when our packages are coming."
3900,i'm sorry we fought. i hate it when you're wrong.
3901,"a co-worker has stopped acknowledging me in the hallway. please tell me what i did to make you want to ignore me, so i can do it to others."
3902,three laws of science: 1. if it smells bad it's chemistry 2. if its mushy it's biology 3.if it doesnt work its physics
3903,"when people ask me ""plz"" because it's shorter than ""please"" i tell them ""no"" because it's shorter than ""yes."""
3904,"i love the word ""allegedly"". you can make up anything about anyone without any reprisal... allegedly."
3905,even that crack on the wall becomes more interesting when you're meant to be studying.
3906,"it doesn't take much to make a woman happy, but it takes even less to make her mad."
3907,"my wife and i like to play this little game where we both see something that needs to be put away, but we leave it out to see how long it takes the other one to do it. she doesn't seem to enjoy it as much as i do."
3909,how in the world did bill & hillary clinton avoid the celebrity nickname hillbilly? we dropped the ball america.
3910,"when i was in high school my girlfriend's dad got angry that i took her virginity. i said ""sorry, it won't happen again."""
3911,hard to believe i once had a phone attached to a wall. when it rang i'd pick it up without knowing who was calling. amazing i'm still alive.
3912,what do you call a chinese man with a video camera?.............phil ming
3913,"at the store & asked for 50 condoms. 2 girls behind me started laughing. i turned around & looked them in the eyes and said, ""make it 52"""
3914,"if you love someone, set them fee. if they don't come back, call them up later when you're drunk."
3915,"ladies, if a man doesn't answer your ""what are you doing tonight?"" text till it's already night time, you're plan b."
3916,"a guy is watching tv and suddenly yells, ""don't enter that church you fool!"" his wife asks him, ""what are you watching?"" ""our wedding!"""
3917,there are some days when i just really do not want to wake up early and go to work. i call these days monday  friday.
3918,"when a woman puts on a low cut shirt, she's basically saying she wants to win all arguments for the day."
3919,"dear life, i have a complete grasp on the fact that you are not fair... so please quit teaching me that lesson."
3920,my friend came over and left his laptop on the floor. my mother thought it was a scale. conclusion: my mother weighs 950 dollars.
3921,you can tell a lot about a new neighbor by how they react when they find you hiding under their bed.
3922,"gone are the days that girls cooked like their mothers, because these days they drink like their fathers."
3923,"adding ""and sh!t"" to the end of a sentence to make it sound cooler and sh!t."
3924,lying through your teeth doesn't count as flossing
3925,"judging by the disproportionate size of popeye's forearms, i'm guessing olive oyl didn't put out much."
3926,rihanna should date lebron... he never beats anyone.
3927,it is amazing how many problems you can solve by ignoring them.
3928,my doctor told me not to lift anything heavy for a few weeks. so i have to sit when i pee now.
3929,i've finally collected enough rats asses to give to everyone on my list.
3930,"every 5 seconds, somewhere on this planet a woman gives birth to a child. i think! we must find this woman and stop her."
3931,i have a horrible sleeping disorder where i have to wake up every morning and go to work.
3932,i'm more confused than a homeless person on house arrest.
3933,"i will be buried in a spring loaded casket filled with confetti, and a future archeologist will have one awesome day at work."
3934," i am under the influence.  i am above the influence.  i am the influence."""
3935,mark zuckerberg screwed over his class mates and best friend. do you honestly think he cares about your opinion on the new timeline layout?
3936,i went to alcoholics anonymous last week. the first thing they told me to do was to stop hanging around other alcoholics. so i stopped going.
3937,"perfect girls are found at every corner of the earth... unfortunately, the earth is round."
3938,my friends think i never listen to their opinions... like i give a sh*t what they think.
3939,"don't let anyone's hate, negativity, ignorance or drama stop you from being the asshole you strive to be."
3940,oh is it really raining outside? please post a status update for all of us with no windows.
3941,"when ever my wife is cooking, i like to walk up behind her, slowly stroke her hair and whisper into her ear... ""let's order a pizza."""
3942,come on down! you're the next contestant on stfu!
3943,"if anyone lost a roll of hundred dollar bills, with a rubber band around it...... i found the rubber band."
3944,"when talking with a woman in her 30s, it's super important to always pretend to be shocked when she tells you she's in her 30s."
3945,"vulnerability is the last thing i want you to see in me, and the first thing i look for in you."
3946,why won't the machines just take over already? i'm tired of doing stuff.
3947,please be patient...i'm fcuking things up as fast as i can.
3948,"when you have children yourself, you begin to understand what you owe your parents."
3949,just finishing up my taxes and am now a little worried about my tax software. it just recommended i slip across the border into mexico.
3950,"i read ""harry potter and the deathly hallows"" in 4 hours yesterday. i know it's only 6 words, but i was still impressed with myself."
3951,"don't be stupid, if their ex is still calling it's because they're still getting an answer."
3952,"a jealous girlfriend is a faithful girlfriend. if she doesn't get jealous when someone has your attention, it's because someone has hers."
3953,"you should know you'll get loud when you start drinking. it says right there on the label, ""alcohol by volume."""
3954,if she high-five you after sex...marry her on the spot.
3955,oh so your boyfriend cheated on you? but how is every other man on this planet responsible for it?
3956,"lf you can only be good at one thing, be good at cheating....because if you're good at cheating, you're good at everything."
3957,"people who say they don't have any problems are lying to you, but at least give them credit for not telling you about them."
3958,"i like to go up to my wife's twin sister and say ""i know what you look like naked"""
3959,i bet my road rage would be taken more seriously if i spoke german.
3960,"ever since i started working out every day, i can really see a difference in how accomplished i am as a liar."
3961,once upon a time the hardest decision we had to make was to choose our favorite color in a crayon box...
3962,"did you know if you put your ear up to a strangers leg, you can actually hear them say; ""what the fcuk are you doing?"""
3963,i will make a book called math for dummies and i'll sell 1 for 10 dollars or 2 for 30.
3964,"hi, faithbook! itfs  mike tyson"
3965,my girlfriend says her doctor said no sex for 2 weeks ..ahh oh k but what your dentist say..!
3966,stay out of my dreams if you're not going to be there when i open my eyes
3967,"a fortnight is equal to 14 nights. unless you live in a fort,, it is equal to one night.. fort math is only complicated to non-fort dwellers."
3968,the best part of being single is that you always get to be right.
3969,sleep is so cute when it tries to compete with facebook.
3970,"seen on a prison wall: ""virginity  who says you can only lose it once?"""
3971,"my father gave me the greatest gift anyone could give another person, he believed in me."
3972,"""a mother takes twenty years to make a man of her boy, and another woman makes a fool of him in twenty minutes."""
3973,"""a mother is a person who seeing there are only four pieces of pie for five people, promptly announces she never did care for pie."""
3974,that annoying moment when you're waiting for a text & you get one but it's from the wrong person.
3975,"women are good for 70 things. cleaning house, and 69"
3976,"for those of you concerned about my upcoming birthday and struggling for ideas as to what to get me this year, i have registered for gifts at the liquor store..."
3977,"it is a tradition in my family to put a one hundred dollar bill in a plastic easter egg and hide it along with all the other eggs. i have collected the reward for 15 years in a row, also this is how long i have been designated the ""hider."""
3978,i'm still waiting for the episode of extreme home make over where they demolish a hobo's cardboard box and build him a crate...
3979,an 89 is just a 69 with a fat chick.
3980,"hero's don't wear capes, they wear dog tags."
3981,i love easter. my unborn children get to play find the egg tonight.
3982,boobs are proof that guys can pay attention to two things at once
3983,my first memory was 9 months before i was born. i went to this crazy party with dad and left with mom.
3984,"whenever i read the karma sutra, it puts me in an awkward position."
3985,"love is like a fart. if you have to force it, it's probably sh!t."
3986,saw these ducks in the park today looking at their reflection in the water practicing their teenage slut face.
3987,my local post office uses four checkouts unless it's really busy; then they use one.
3988,"there are a lot of deadbeat dads out there trying to make up for lost time by ""liking"" their grown children's facebook updates."
3989,i have reliable inside information about apple's next product. i will not be able to afford it.
3990,it has been proven that girls with profile picture of them selves in the mirror are more likely to send nudes.
3991,"when someone texts you k', just reply, ""l m n o p q r s t you v w x why z"""
3992,"for not knowing what's going on, dogs sure look embarrassed when you watch them taking a dump."
3993,"you know when guys pee, and they shake their pen!s for that last drop? ...........that's how much gas i got for 2 dollars."
3994,"the only people who truly know your story, are the ones that helped you write it."
3995,that moment when you are so drunk that you swerve to miss a tree but then you realize its just an air freshener hanging in your car.
3996,toilet paper and my iphone have a lot in common... both are essential when i take a s$it.
3997,"my girlfriend is adorable, smart, sexy, and looking over my shoulder as i type."
3998,me and my cat have been staring at each other for so long i forgot which one of us is stoned.
3999,i'll defend puppies & kittens with my life.. but if your kid's acting like a spoiled brat...i will absolutely knock him over when you're not looking.
4000,don't you sometimes wish that you could just click like' on someone's like'?
4001,kids these days sure do love taking pictures of mirrors.
4002,i sure do feel a whole lot more attractive at walmart than i do at the gym.
4003,"oh, you dropped out of school to pursue your dreams? cool. i'll have a number 1 and hold the lettuce please."
4004,"if you are talking to me and i appear as if i'm attentively listening, i'm probably just silently correcting your grammar in my head."
4005,you know you've been friendzoned if a girl adds you as her brother on facebook.
4006,sometimes you just have to be straight up with people or they will expect you to bend over backwards.
4007,there is a big difference between hating you and losing respect for you.
4008,ever check your facebook early in the morning where you have to close one eye because the screen is too bright?
4009,"i hate it when couples have a little argument and the girlfriend changes her facebook status to single'.i mean, i have arguments with my parents all the time, you don't see me changing my status to orphan'."
4010,the amount of times i've had to say no to the adobe updater has totally prepared me to be a parent.
4011,"i know it's 3 meals a day,,,,,, but how many at night?"
4012,"nowadays people know the price of everything, but the value of nothing."
4013,checking your phone to see what time it is... and then checking it again because the first time you wernt paying attention! awkward.
4014,"i'd rather look back at my life and say ""i can't believe i did that"" instead of saying,. ""i wish i did that."""
4015,"i've decided i'm not going to focus on my past anymore. so, if i owe you money, i'm sorry."
4016,"the older i get, the more i think i owe my parents an apology..."
4018,sometimes when i'm scrolling through the facebook news feed... i come across a really good status... and i think... now this guy is awesome... just as i'm about to like it... i'm like...oh wait that ones mine!!!
4019,hell hath no fury like a woman slightly inconvenienced.
4020,facebook buys instagram for one billion?!? idiots!! they could have downloaded it from the app store for .99 cents..
4021,"autocorrect has been around for centuries, i got mine when i married my wife."
4022,"ladies: if ""snuggling"" is so important to you, have the guy do that before you have sex. trust me...... he'll snuggle and snuggle and snuggle..."
4023,"graduation speech: i would like to thank wikipedia, and copy/paste.  i'm out bitc$es"
4024,"there's a little ""i'm jealous"" in every ""whatever."""
4025,"i've been wondering, if poison goes out of date and expires, does it become more or less deadly?"
4026,"have you ever done it kitty style? it's like doggy style, but with purring, scratching and biting."
4027, taken  single  depends on how drunk i am.
4028,ever been so tired at work that people thought you were drunk? i hope so because that's the only excuse i have for being drunk at work.
4029,a rabbit's foot is considered good luck! a camel's toe should be considered really good luck!!
4030,i feel old whenever someone tells me they were born in the 90's.
4031,i'm starting to feel bullied by all the anti-bullying commercials.
4032,woman's logic: bikini  no problem. bra and underwear:  omg don't look!!!
4033,ever wonder how many of your friends are jerks? just post something with a typo in it..... it's like their mating call.
4034,"my kids outgoing voice mail message says,,"" i'm sorry i won't come to the phone right now. it's 2012. learn to text."""
4035,"you gotta go for personality, guys.... they'll all look like grandma someday,,"
4036,"if you love something, set it free.. if it comes back to you,,,,you love a boomerang"
4037,i'm starting to forget how the alphabet goes... abcdefghijklmfao....
4038,the internets recipe for cream pie is different than my grandmothers
4039,a few simple tips: 1. don't promise when you're happy. 2. don't reply when you're angry. 3. don't decide when you're sad.
4040,"sometimes, we waste too much time to think about someone who doesn't even think about us for a second."
4041,"hey, look at the bright side... oh i'm sorry, you don't have one of those."
4042,when it comes to friends...i'd rather have four quarters than one hundred pennies.
4043,a good date ends with dinner. an excellent date ends with breakfast.
4044,teacher johnny: use the word harassment in a sentence... johnny: i was in love with a girl and.. her-ass-meant a lot to me
4045,my favorite coffee in the morning is the one where no one talks to me while i drink it.
4046,the awesome moment when you're telling a lie and your best friend notices and joins you
4047,i'm surprised people still ask me if i want to hold their baby given the number of times i've dropped my phone.
4048,a successful relationship is one in which one person shuts up when the other is right.
4049,"the only thing worse than girls going after the ""bad boy"" is today's perception of what a bad boy is."
4050,i swear some people were conceived through anal sex. there is no way being that much of an asshole is natural.
4051,today i discovered that two wrongs definitely don't make a right. tomorrow i'm going to try three.
4052,there's no sex like the we haven't had it for awhile' kind of sex.
4053,best pick up line? lets go eat. i'm paying!
4054,"coffee is nature's way of saying ""go ahead, get drunk on a weeknight, i got your back!"""
4055,"it's about that time of the day when i stop hitting the snooze button, wipe away the drool, open the blinds, and head on home from work."
4056,i saw my ex girlfriend broken down with two flat tires this morning which made me late for work... nine times i drove past before she noticed me laughing at her.
4057,there's nothing like shaving off your beard to remind everybody why your face needed a beard
4058,like if you remember having to rewind a video before you returned it.
4059,my new girlfriend really takes my breath away.... she's inflatable.
4060,dear woman who likes to bring her friends along on our first date. you are simply giving me more options just in case i am not feeling you.
4061,"i wonder if the clothes in china say ""made around the corner """
4062,i've said it before and i'll say it again: i've said it before and i'll say it again.
4063,i'm not sure if i actually have free time or there are things i'm forgetting to do.
4064,"i don't always correct someone's spelling but when i do, i google it first so i don't make an ass of myself."
4065,i just scrolled so far back on facebook's timeline... i wound up back over on myspace. 
4066,i've reached the most difficult moment in parenting: explaining to my son why the first star wars movie is episode 4.
4067,"""bros before hoes"" sounds like something a bro without a hoe would say."
4068,"this bottle of beer is not only delicious,,,, it also contains almost 10% of my daily requirement of beer..."
4069,whenever i drop something edible i just call my dog over to clean it up.
4070,"oh, you love your boyfriend? please, go ahead and saturate my facebook news feed with your feelings."
4071,"my wife complained the other day, ""why did god give women periods with cramp pains and men nothing?"" i laughed and said, ""don't be silly honey, he gave us women."""
4072,what do you call a man who expects to have sex on the second date? patient.
4073,"how come if you eat two cookies you gain 3 lbs. then when you take a major dump, you don't lose anything?"
4074,the best revenge is to show them that your life is getting better after they're gone
4075,i have a talent for only attracting people i have no interest in dating.
4076,"you can't afford a bar of soap, but beer,, cigarettes,, & $700 worth of tattoos is not a problem?.. this is why sometimes i have a hard time feeling bad for most people"
4077,"all you need is wd-40 and duct tape. if it doesn't move and it should, use wd-40. if it moves and shouldn't, use the tape."
4078,how in the hell do people spell your name wrong on facebook when it's right in front of them?!
4079,if pigs really could fly i bet their wings would taste delicious.
4080,"before i lose my phone, end up naked, high, drunk and/or possibly arrested, i would like to wish all a happy saturday!"
4081,"there is a big difference between ""friends"" and ""facebook friends"""
4082,"people who wait 4 hours to reply to my text with ""lol"" should be shot."
4083,"""you break it, you buy it""... uh, hell no. i break it, i leave it, and awkwardly walkout.."
4084,i don't have a dirty mind. i have a sexy imagination.
4085,"please don't bore your friends with your troubles and worries. tell your enemies instead, who will be delighted to hear about them."
4086,"if you love someone, let them know often. because you might not be able to say it again. also, same thing works for people you f*cking hate"
4087,like if you remember only having 3 tv channels to choose from and you were the remote!
4088,"if you can't stand behind our troops, feel free to to stand in front of them!"
4089,"sociologists say that social media is creating the laziest generation ever. i expressed my opinion in great detail by hitting the ""like"" button."
4090,"when i say ""it's a long story,"" it doesn't mean it's actually a long story. it means i just don't want to tell you."
4091,sarcasm: giving me the exclusive power to humiliate idiots without them knowing it.
4092,woke up this morning after a heavy night of drinking to find out that i'd gone bald. which is strange because normally i go for brunettes.
4093,"oh, you hate when guys stare at your boobs? you should call the police and report the person who ripped your top three buttons open then."
4094,"it's not that i need anger management, it's that others need stupidity management."
4095,time i spend listening to music  54 seconds. time i spend untangling headphones  17 minutes
4096,i have a button on my microwave that says stop time. i assume its for the timer but i don't touch it just in case.
4097,"my wife laughed at me because i struggled to get a proper full on erection, i told her ""its a lot harder than it looks"""
4098,"i'm not sure about you guys, but i'm pretty sure if she can sell seashells by the sea shore, she also has pretty big boobs."
4099,"hey,,,i've already lined up an auctioneer to read my eulogy...... no one likes drawn out funerals.... you're welcome."
4100,go deep throat a cactus.
4101,some rude idiot just interrupted my afternoon nap by honking his horn just because the light turned green.
4102,i accidentally used aol.com to search for something today. i feel like everyone who works there probably high-fived each other and got really hopeful about the future.
4103,"i don't know why i even bother having an iphone anymore. it spends so much time on charge, you might as well call it a landline."
4104,"ladies, if you would simply make your facebook profile pic a bikini shot, it would save me a lot of awkward stalking time."
4105,"got a text from my girlfriend, thespacebuttonisfaultyonthisphonecanyoupleasegivemeanalternative.'  i wonder what ternative' means?"
4106,"if i could pick one famous person, living or dead, to spend a day with, i'd pick kim kardashian,,and choose dead."
4107,"the seven dwarfs of facebook: drunky, stoney, skanky, b!tchy, lonely, creepy, stalky"
4108,everyone has that friend that needs to stop bumming and buy their own pack of cigarettes.
4109,"when told the reason for daylight saving time, the old indian man said:- only a white man would believe you could cut a foot off the top of a blanket and sew it to the bottom of the blanket and have a longer blanket."
4110,did you know people are getting paid to mention products in their facebook statuses?.....that's as crazy as the low low prices at dave's furniture emporium
4111,i am sure that in alcohol are female hormones. when i drink i talk too much and don't know how to drive.
4112,"yankee doodle went to town riding on a pony; he stuck a feather in his hat, and called it macaroni... that folks, is what drugs do to you."
4113,"found an old playboy from the 70's last night, i wonder why they didn't call it hair club for men..."
4114,"my smart phone has a lot of capabilities, but none as valuable as being able to pretend i'm on it when i run into someone i know in public."
4115,how do you stop a woman giving you head? marry her.
4116,"my girlfriend just said, ""your obsession with cats is out of control, so i've packed your bags."" i think she's kicking meeeowt."
4117,the best way to make people remember you? borrow money from them
4118,sea levels aren't rising due to global warming. they are rising due to the increase in obesity. the continents are actually sinking...
4119,i use google to check if i have internet connection more than i use google to google.
4120,"so let me get this straight, a 747 can carry a space shuttle on its ""back"", and yet airlines charge for overweight baggage?"
4121,we should hang out and stare at our phones.
4122,"it's not my farting that bothers my wife, it's me yelling ""release the kraken!!"" right before i do it."
4123,this doughnut scented car air freshener will more than pay for itself next time i get pulled over.
4124,"if it's true that we are here on earth to help others, then what exactly are the others here for?"
4125,can't call it a real relationship if you feel single.
4126,"my wife said to me, ""isn't it odd how on our keyboard the letters orpn have been worn out?"""
4127,what's the definition of a tree? something that stands still for forty years then suddenly jumps out in front of a woman driver.
4128,"i have a confession to make... ""i want to get back with my ex""...lol just kidding...""i'd rather sh!t in my hands and clap !"".."
4129,"opportunity knocks only once, if you hear a second knock it's probably a jehovah's witness."
4130,a drunken man speaks what a sober man thinks.
4131,"i understand that your heart is in the right place. unfortunately, your head is up your ass, and i ain't goin in after it."
4132,i planted something on earth day... my ass in my recliner for the day!
4133,my wife doesn't appreciate that i love her mother in law more than i love mine.
4134,love the f word... friday! what were you thinking?
4135,"i just named my whiskey ""titanic"" because it goes down better with ice."
4136,"never chase love, affection, or attention. if it isn't given freely by another person, it isn't worth having"
4137,i think it has become obvious that medicine companies have no idea what fruit tastes like.
4138,remember: being awake during a saturday morning sunrise is a sign of a good friday night.
4139,i need to do laundry so bad i'm actually wearing christmas stockings
4140,do you have neighbors?.. do you have extension cords?..... are you paying too much for electricity?
4141,if i had a penny for every time you made me feel worthless; i'd be worth something by now.
4142,"ladies, admit it. sometimes you look down at your own boobs and think ""wow, this is awesome!"""
4143,i just wrote go f*** yourself on a piece of paper and put it in the suggestion box at work.
4144,my stomach just growled so hard i thought i was getting a text message.
4145,that moment when you check the price tag and sadly walk away.
4146,"no thanks, 5 hour energy, i'd rather have a 5 hour nap."
4147,i don't like to think before i speak. i like to be just as surprised as everyone else by what comes out of my mouth.
4148,"the new mouthwash i bought says ""24 hour protection ....use twice daily"""
4149,"it's funny how you can do nice things for people all the time and they never notice. but, once you make one mistake, it's never forgotten."
4150,"if i come to your house and you say ""make yourself at home"", don't get mad when i take my pants off and drink your beer."
4151,"if people could hear the next five seconds after i hit ""end"" on a call, i would have no friends."
4152,my doctor told me to stop drinking today...then he told me to stop laughing.
4153,"dear mtv, i'm gonna start my own tv network called realitytv (rtv) and play nothing but music videos."
4154,"dear genitals, thank you for not bleeding every month. sincerely, a man"
4155,copper wire was invented by two jews fighting over a penny.
4156,"i'm fed up of all this racism. i think we should all come together & unite as one...blacks, whites, asians...and gang up on the arabs."
4157,what do you call two black men on a videotape? evidence.
4158,"i don't mind lesbians, actually. they're still women who won't sleep with me, but at least it's nothing personal."
4159,not all men just want a relationship for sex. some want their ironing done too.
4160,sometimes i need what only some people can provide: their absence.
4161,it's all fun and games until your iphone is at 10% power
4162,there's no woman in the world more beautiful than the one lying next to you...............at that time 
4163,i'm writing a book about reverse psychology.. please don't buy it.
4164,"""i wasn't that drunk!"" dude, you told my mom you're no weather man, but she can expect a couple inches tonight."
4165,"i wasn't sure why the doctor prescribed lsd for my constipation, until i saw a dragon and sh*t myself."
4166,this guy told me that he can see the future but he didn't even try to duck when i punched him in the face.
